case,run,VB,time,DOC,feed,material,smcAC,smcDC,vib_table,vib_spindle,AE_table,AE_spindle
1000,,,,,,,,,,,,
2455,,,,,,,,,,,,
2453,,,,,,,,,,,,
2451,,,,,,,,,,,,
2450,,,,,,,,,,,,
2450,,,,,,,,,,,,
2448,,,,,,,,,,,,
2444,,,,,,,,,,,,
2441,,,,,,,,,,,,
2439,,,,,,,,,,,,
2441,,,,,,,,,,,,
2444,,,,,,,,,,,,
2446,,,,,,,,,,,,
2444,,,,,,,,,,,,
2442,,,,,,,,,,,,
2439,,,,,,,,,,,,
2436,,,,,,,,,,,,
2435,,,,,,,,,,,,
2433,,,,,,,,,,,,
2432,,,,,,,,,,,,
2431,,,,,,,,,,,,
2426,,,,,,,,,,,,
2419,,,,,,,,,,,,
2411,,,,,,,,,,,,
2404,,,,,,,,,,,,
2399,,,,,,,,,,,,
2395,,,,,,,,,,,,
2389,,,,,,,,,,,,
2382,,,,,,,,,,,,
2374,,,,,,,,,,,,
2365,,,,,,,,,,,,
2354,,,,,,,,,,,,
2345,,,,,,,,,,,,
2339,,,,,,,,,,,,
2334,,,,,,,,,,,,
2328,,,,,,,,,,,,
2321,,,,,,,,,,,,
2316,,,,,,,,,,,,
2312,,,,,,,,,,,,
2307,,,,,,,,,,,,
2302,,,,,,,,,,,,
2298,,,,,,,,,,,,
2292,,,,,,,,,,,,
2288,,,,,,,,,,,,
2286,,,,,,,,,,,,
2285,,,,,,,,,,,,
2283,,,,,,,,,,,,
2279,,,,,,,,,,,,
2274,,,,,,,,,,,,
2269,,,,,,,,,,,,
2265,,,,,,,,,,,,
2262,,,,,,,,,,,,
2261,,,,,,,,,,,,
2260,,,,,,,,,,,,
2257,,,,,,,,,,,,
2255,,,,,,,,,,,,
2253,,,,,,,,,,,,
2250,,,,,,,,,,,,
2248,,,,,,,,,,,,
2245,,,,,,,,,,,,
2242,,,,,,,,,,,,
2237,,,,,,,,,,,,
2232,,,,,,,,,,,,
2227,,,,,,,,,,,,
2227,,,,,,,,,,,,
2230,,,,,,,,,,,,
2232,,,,,,,,,,,,
2231,,,,,,,,,,,,
2225,,,,,,,,,,,,
2218,,,,,,,,,,,,
2214,,,,,,,,,,,,
2211,,,,,,,,,,,,
2209,,,,,,,,,,,,
2208,,,,,,,,,,,,
2207,,,,,,,,,,,,
2206,,,,,,,,,,,,
2202,,,,,,,,,,,,
2196,,,,,,,,,,,,
2190,,,,,,,,,,,,
2187,,,,,,,,,,,,
2186,,,,,,,,,,,,
2187,,,,,,,,,,,,
2187,,,,,,,,,,,,
2184,,,,,,,,,,,,
2182,,,,,,,,,,,,
2179,,,,,,,,,,,,
2176,,,,,,,,,,,,
2173,,,,,,,,,,,,
2171,,,,,,,,,,,,
2169,,,,,,,,,,,,
2166,,,,,,,,,,,,
2167,,,,,,,,,,,,
2170,,,,,,,,,,,,
2173,,,,,,,,,,,,
2174,,,,,,,,,,,,
2174,,,,,,,,,,,,
2175,,,,,,,,,,,,
2177,,,,,,,,,,,,
2177,,,,,,,,,,,,
2174,,,,,,,,,,,,
2171,,,,,,,,,,,,
2168,,,,,,,,,,,,
2168,,,,,,,,,,,,
2169,,,,,,,,,,,,
2173,,,,,,,,,,,,
2176,,,,,,,,,,,,
2176,,,,,,,,,,,,
2171,,,,,,,,,,,,
2166,,,,,,,,,,,,
2166,,,,,,,,,,,,
2168,,,,,,,,,,,,
2172,,,,,,,,,,,,
2173,,,,,,,,,,,,
2171,,,,,,,,,,,,
2170,,,,,,,,,,,,
2171,,,,,,,,,,,,
2170,,,,,,,,,,,,
2169,,,,,,,,,,,,
2168,,,,,,,,,,,,
2169,,,,,,,,,,,,
2170,,,,,,,,,,,,
2168,,,,,,,,,,,,
2166,,,,,,,,,,,,
2166,,,,,,,,,,,,
2166,,,,,,,,,,,,
2167,,,,,,,,,,,,
2167,,,,,,,,,,,,
2164,,,,,,,,,,,,
2159,,,,,,,,,,,,
2153,,,,,,,,,,,,
2149,,,,,,,,,,,,
2146,,,,,,,,,,,,
2147,,,,,,,,,,,,
2146,,,,,,,,,,,,
2143,,,,,,,,,,,,
2140,,,,,,,,,,,,
2137,,,,,,,,,,,,
2138,,,,,,,,,,,,
2142,,,,,,,,,,,,
2145,,,,,,,,,,,,
2144,,,,,,,,,,,,
2142,,,,,,,,,,,,
2143,,,,,,,,,,,,
2145,,,,,,,,,,,,
2148,,,,,,,,,,,,
2150,,,,,,,,,,,,
2152,,,,,,,,,,,,
2157,,,,,,,,,,,,
2160,,,,,,,,,,,,
2163,,,,,,,,,,,,
2164,,,,,,,,,,,,
2165,,,,,,,,,,,,
2164,,,,,,,,,,,,
2164,,,,,,,,,,,,
2163,,,,,,,,,,,,
2163,,,,,,,,,,,,
2164,,,,,,,,,,,,
2165,,,,,,,,,,,,
2164,,,,,,,,,,,,
2164,,,,,,,,,,,,
2161,,,,,,,,,,,,
2158,,,,,,,,,,,,
2155,,,,,,,,,,,,
2153,,,,,,,,,,,,
2152,,,,,,,,,,,,
2152,,,,,,,,,,,,
2152,,,,,,,,,,,,
2150,,,,,,,,,,,,
2149,,,,,,,,,,,,
2149,,,,,,,,,,,,
2150,,,,,,,,,,,,
2152,,,,,,,,,,,,
2152,,,,,,,,,,,,
2152,,,,,,,,,,,,
2152,,,,,,,,,,,,
2153,,,,,,,,,,,,
2155,,,,,,,,,,,,
2158,,,,,,,,,,,,
2160,,,,,,,,,,,,
2160,,,,,,,,,,,,
2159,,,,,,,,,,,,
2159,,,,,,,,,,,,
2159,,,,,,,,,,,,
2161,,,,,,,,,,,,
2161,,,,,,,,,,,,
2158,,,,,,,,,,,,
2155,,,,,,,,,,,,
2153,,,,,,,,,,,,
2153,,,,,,,,,,,,
2153,,,,,,,,,,,,
2153,,,,,,,,,,,,
2151,,,,,,,,,,,,
2148,,,,,,,,,,,,
2145,,,,,,,,,,,,
2145,,,,,,,,,,,,
2145,,,,,,,,,,,,
2145,,,,,,,,,,,,
2143,,,,,,,,,,,,
2143,,,,,,,,,,,,
2144,,,,,,,,,,,,
2147,,,,,,,,,,,,
2150,,,,,,,,,,,,
2153,,,,,,,,,,,,
2154,,,,,,,,,,,,
2156,,,,,,,,,,,,
2155,,,,,,,,,,,,
2154,,,,,,,,,,,,
2152,,,,,,,,,,,,
2151,,,,,,,,,,,,
2152,,,,,,,,,,,,
2153,,,,,,,,,,,,
2153,,,,,,,,,,,,
2150,,,,,,,,,,,,
2146,,,,,,,,,,,,
2144,,,,,,,,,,,,
2143,,,,,,,,,,,,
2142,,,,,,,,,,,,
2141,,,,,,,,,,,,
2139,,,,,,,,,,,,
2136,,,,,,,,,,,,
2133,,,,,,,,,,,,
2130,,,,,,,,,,,,
2128,,,,,,,,,,,,
2126,,,,,,,,,,,,
2126,,,,,,,,,,,,
2126,,,,,,,,,,,,
2124,,,,,,,,,,,,
2123,,,,,,,,,,,,
2125,,,,,,,,,,,,
2129,,,,,,,,,,,,
2134,,,,,,,,,,,,
2137,,,,,,,,,,,,
2137,,,,,,,,,,,,
2136,,,,,,,,,,,,
2135,,,,,,,,,,,,
2134,,,,,,,,,,,,
2136,,,,,,,,,,,,
2136,,,,,,,,,,,,
2136,,,,,,,,,,,,
2138,,,,,,,,,,,,
2140,,,,,,,,,,,,
2141,,,,,,,,,,,,
2141,,,,,,,,,,,,
2139,,,,,,,,,,,,
2136,,,,,,,,,,,,
2136,,,,,,,,,,,,
2136,,,,,,,,,,,,
2134,,,,,,,,,,,,
2134,,,,,,,,,,,,
2133,,,,,,,,,,,,
2132,,,,,,,,,,,,
2129,,,,,,,,,,,,
2126,,,,,,,,,,,,
2122,,,,,,,,,,,,
2118,,,,,,,,,,,,
2116,,,,,,,,,,,,
2116,,,,,,,,,,,,
2116,,,,,,,,,,,,
2116,,,,,,,,,,,,
2116,,,,,,,,,,,,
2115,,,,,,,,,,,,
2114,,,,,,,,,,,,
2112,,,,,,,,,,,,
2114,,,,,,,,,,,,
2116,,,,,,,,,,,,
2116,,,,,,,,,,,,
2116,,,,,,,,,,,,
2115,,,,,,,,,,,,
2114,,,,,,,,,,,,
2114,,,,,,,,,,,,
2114,,,,,,,,,,,,
2115,,,,,,,,,,,,
2117,,,,,,,,,,,,
2118,,,,,,,,,,,,
2118,,,,,,,,,,,,
2119,,,,,,,,,,,,
2119,,,,,,,,,,,,
2118,,,,,,,,,,,,
2116,,,,,,,,,,,,
2115,,,,,,,,,,,,
2112,,,,,,,,,,,,
2108,,,,,,,,,,,,
2105,,,,,,,,,,,,
2106,,,,,,,,,,,,
2107,,,,,,,,,,,,
2107,,,,,,,,,,,,
2106,,,,,,,,,,,,
2106,,,,,,,,,,,,
2106,,,,,,,,,,,,
2107,,,,,,,,,,,,
2107,,,,,,,,,,,,
2107,,,,,,,,,,,,
2105,,,,,,,,,,,,
2105,,,,,,,,,,,,
2106,,,,,,,,,,,,
2104,,,,,,,,,,,,
2103,,,,,,,,,,,,
2101,,,,,,,,,,,,
2101,,,,,,,,,,,,
2100,,,,,,,,,,,,
2098,,,,,,,,,,,,
2096,,,,,,,,,,,,
2096,,,,,,,,,,,,
2098,,,,,,,,,,,,
2100,,,,,,,,,,,,
2101,,,,,,,,,,,,
2100,,,,,,,,,,,,
2099,,,,,,,,,,,,
2099,,,,,,,,,,,,
2100,,,,,,,,,,,,
2099,,,,,,,,,,,,
2097,,,,,,,,,,,,
2096,,,,,,,,,,,,
2094,,,,,,,,,,,,
2093,,,,,,,,,,,,
2094,,,,,,,,,,,,
2096,,,,,,,,,,,,
2098,,,,,,,,,,,,
2098,,,,,,,,,,,,
2097,,,,,,,,,,,,
2099,,,,,,,,,,,,
2105,,,,,,,,,,,,
2112,,,,,,,,,,,,
2115,,,,,,,,,,,,
2112,,,,,,,,,,,,
2109,,,,,,,,,,,,
2108,,,,,,,,,,,,
2110,,,,,,,,,,,,
2111,,,,,,,,,,,,
2110,,,,,,,,,,,,
2107,,,,,,,,,,,,
2103,,,,,,,,,,,,
2103,,,,,,,,,,,,
2103,,,,,,,,,,,,
2104,,,,,,,,,,,,
